Label	Weight	Text
q_HRFAQ	1	I need a resource for my open position. What do I need to do
q_HRFAQ	1	Fastest way to update my direct deposit in our sharepoint website
q_HRFAQ	1	Some things are hidden but might still be a problem for you in the future
q_HRFAQ	1	It says they're on sale
q_HRFAQ	1	I do not want to add any vehicles to my policy
q_HRFAQ	1	Same results. If it makes a difference. It 0.00 where current amount is due and the other payment options
q_HRFAQ	1	Who directed the first Woody Woodpecker cartoon
q_HRFAQ	1	Additional compensation opportunities at the company
q_HRFAQ	1	The exterior is only half of the story
q_HRFAQ	1	I haven't received my overtime. Let me know the steps.
q_HRFAQ	1	What radio, TV and movie character did Jackie Gleason and William Bendix play
q_HRFAQ	1	Details about the process required to update my employee role in navigator
q_HRFAQ	1	Its going to be a problem when my water bill comes
q_HRFAQ	1	I called to tell you I have good news
q_HRFAQ	1	The gym is open 247 but the stations are open from 7 am
q_HRFAQ	1	How much electricity does the brain need to work
q_HRFAQ	1	kids are learning
q_HRFAQ	1	No, I believe that is all
q_HRFAQ	1	when your wife has her baby is she going to stay home
q_HRFAQ	1	I will set your accounts up right now
q_HRFAQ	1	how to raise a resource requst
q_HRFAQ	1	Income tax deductions for this month is on higher side, please explain.9
q_HRFAQ	1	I hate to call you this late at night but could you possibly help me get to the emergency room
q_HRFAQ	1	who knows about travel and expense
q_HRFAQ	1	do you have kids you take to movies
q_HRFAQ	1	Sure buddy hop in the back
q_HRFAQ	1	Men singers dont have to look good
q_HRFAQ	1	then you think it's Reagan and Bush have done this
q_HRFAQ	1	How to open a Bank account
q_HRFAQ	1	backfill is something that i need to hire as soon as possible so how can i create a resource request
q_HRFAQ	1	What plant has the largest seed
q_HRFAQ	1	I apologize but I didnt realize that I did that
q_HRFAQ	1	is the service tag iD the same as the asset ID
q_HRFAQ	1	After declaring 'Flexible Compensation Package (FCP)' I haven't receive any confirmation email. Please do the needful
q_HRFAQ	1	Could you let me know how many PTO days that I have left
q_HRFAQ	1	Just tell me how to change a reportees work schedule so they can book time off
q_HRFAQ	1	All ground transportation leaves from the island as you walk out the arrivals gate
q_HRFAQ	1	I can give you Friday would you prefer ten or eleven
q_HRFAQ	1	I would like my margarita with no salt thank you
q_HRFAQ	1	Sadly there Isnt much we can do
q_HRFAQ	1	It has about 140,000 people
q_HRFAQ	1	one - hour
q_HRFAQ	1	That's $ 2,500 and $ 1,000 deposit
q_HRFAQ	1	it was my pleasure
q_HRFAQ	1	Do they survive longer if you plant them in the winter time
q_HRFAQ	1	it's really been funny because we have been you are own contractors kind of with this car
q_HRFAQ	1	Now, I'm headed to work a 10 hour shift
q_HRFAQ	1	Can you help me with rate codes
q_HRFAQ	1	Sir Its difficult to understand you
q_HRFAQ	1	i don't want my bill,i want to cancel my insurance
q_HRFAQ	1	What explorers followed Columbus to the Americas
q_HRFAQ	1	I only use it on soft food maybe once a week
q_HRFAQ	1	I 've actually been pretty good
q_HRFAQ	1	Ill like it better once I finish my GE
q_HRFAQ	1	I 've gotten six, I think
q_HRFAQ	1	I think they re in the medicine cabinet
q_HRFAQ	1	How can i go about requisitioning some custom business cards
q_HRFAQ	1	new hires have to have blue prism on their machines, can you help me submit this request
q_HRFAQ	1	Sounds scary
q_HRFAQ	1	Take my VISA
q_HRFAQ	1	Occasionally I smoke from a pipe, does that kind of smoking exclude me from the medical benefits of non-smokers
q_HRFAQ	1	I need to hire someone for my client. How do I do that
q_HRFAQ	1	What is the process of Domestic transf
q_HRFAQ	1	What did Martin Luther post on the church door at Wittenberg
q_HRFAQ	1	Have to correct my work schedule as it is incorrect. Can you guide me for the steps to do that
q_HRFAQ	1	Who all are eligible to raise a resource request
q_HRFAQ	1	Who created the monster in Mary Shelley's novel Frankenstein
q_HRFAQ	1	from about 4 AM through 3 PM
q_HRFAQ	1	But it's going to cost you $ 2 per key
q_HRFAQ	1	I need Business Card since I am travelling onsite. Please do the needful
q_HRFAQ	1	I didn't ask for my quote id
q_HRFAQ	1	Where is Procter & Gamble based in the U.S
q_HRFAQ	1	The payments are quite a bit higher for the PPO but you can go anywhere you like
q_HRFAQ	1	whats going on with domestic transfers
q_HRFAQ	1	Details regarding referral rewards relating to potential candidates for hiring positions within the company
q_HRFAQ	1	I still have my job thank goodness
q_HRFAQ	1	Hello, I was wondering if I could talk with the apartment manager
q_HRFAQ	1	How does an abacus work
q_HRFAQ	1	Add me to the list please
q_HRFAQ	1	What vowel do all Esperanto nouns end in
q_HRFAQ	1	Before you move in of course you have to pay some fees
q_HRFAQ	1	Overtime issue request
q_HRFAQ	1	My family just moved to a new house, how can i update my home address in navigator
q_HRFAQ	1	Can you do direct report transfers
q_HRFAQ	1	I'm only working 30 hours a week. What do I need to do
q_HRFAQ	1	I'll help you with that
q_HRFAQ	1	brb
q_HRFAQ	1	I need a verification letter to be issued for a loan/mortgage/immigration.
q_HRFAQ	1	Im NOT trying to remove a driver from my policy
q_HRFAQ	1	Country transfer RR steps to be executed for a smooth process
q_HRFAQ	1	how do i update my workschedule
q_HRFAQ	1	aug
q_HRFAQ	1	I just checked my work schedule and it seems incorrect to me
q_HRFAQ	1	jake is my friend that wants to apply to NTT Data, can i get money for bringing him on
q_HRFAQ	1	issue relating to my OT approval
q_HRFAQ	1	I don't own a baseball
q_HRFAQ	1	How to request for changing the job title in navigator as my job title has updated to a different one
q_HRFAQ	1	Timesheet does not show my approved overtime, is something wrong
q_HRFAQ	1	run the uninstaller for notepad++, it is giving me a lot of issues
q_HRFAQ	1	Its a great workout
q_HRFAQ	1	Our 30-year mortgage rate is 2.5 % right now
q_HRFAQ	1	Ill check for you
q_HRFAQ	1	Quickly want to update my details regarding bank account specifics because i'm broke, please help
q_HRFAQ	1	Who are the top 10 richest people in the world
q_HRFAQ	1	Policy regarding tobacco usage
q_HRFAQ	1	Next time, I am going to save up my money and go with you
q_HRFAQ	1	The employee is transferring  to EMEA (United Kingdom/ UAE/ Africa). What process needs to be followed
q_HRFAQ	1	Thanks, Joe
q_HRFAQ	1	How much Coca Cola is drunk in one day in the world
q_HRFAQ	1	Dont worry
q_HRFAQ	1	thats everything
q_HRFAQ	1	For each time you overdraft you have to pay 25
q_HRFAQ	1	I am so excited to be voting
q_HRFAQ	1	Which is the most-used computer program
q_HRFAQ	1	About 90 of us World War II veterans got on the plane at 8 am
q_HRFAQ	1	Mary, please let me get the two of you something to drink
q_HRFAQ	1	Happy anniversary!
q_HRFAQ	1	Their appointment is at eleven o'clock in the morning
q_HRFAQ	1	Navigator is not allowing me to remove my last name. Please guide.
q_HRFAQ	1	how do i get business cards
q_HRFAQ	1	how to change my name in navigator
q_HRFAQ	1	Wah, wah, wah!
q_HRFAQ	1	What Type of Health Plans does NTT DATA Services offer
q_HRFAQ	1	Please tell me your problem
q_HRFAQ	1	are you talking about the elected people
q_HRFAQ	1	lets order the missing items from someone else just to be sure
q_HRFAQ	1	I finished off everything
q_HRFAQ	1	can I submit a recommendation for a new applicant and get a bonus
q_HRFAQ	1	I have no idea
q_HRFAQ	1	I think you'll like it
q_HRFAQ	1	I don't think I ever mentioned that. Instead I want to add my daughter to the policy
q_HRFAQ	1	where is the IT service desk
q_HRFAQ	1	Its just everybody has their own taste
q_HRFAQ	1	I 'm with you
q_HRFAQ	1	What is the name of the president of Garmat U.S.A
q_HRFAQ	1	What Indian tribe is F Troop perpetually doing battle with
q_HRFAQ	1	My retirement fund
q_HRFAQ	1	As you wish, sir
q_HRFAQ	1	Even after I submitted relevant documents and raised a request to change my name, it has not yet happened. Please help
q_HRFAQ	1	I am in the Goshen Parkway office and have a PBX migration issue
q_HRFAQ	1	are you from Texas
q_HRFAQ	1	It always smells so fresh after it rains
q_HRFAQ	1	You usually are good about turning it in what happened
q_HRFAQ	1	I meet people at parties and when Im with my friends
q_HRFAQ	1	30 - 60
q_HRFAQ	1	The more money you made the more you will earn on unemployment
q_HRFAQ	1	i have no clue how to find my host name, can't you just do it
q_HRFAQ	1	Who followed Caesar
q_HRFAQ	1	I ran a red light
q_HRFAQ	1	Regarding the leave balance information as I am not able to access it at present
q_HRFAQ	1	I dont want to find my quote ID because I dont want a quote
q_HRFAQ	1	between 12 and 12 - and - a - half stone
q_HRFAQ	1	hello, I just got a policy on aug 4 but having trouble
q_HRFAQ	1	change hlm request
q_HRFAQ	1	Is it causing a flood in your apartment
q_HRFAQ	1	1974
q_HRFAQ	1	What do you need to do to marry someone in jail
q_HRFAQ	1	How do I get rid of this cold
q_HRFAQ	1	I have a really bad pain in my tooth
q_HRFAQ	1	I want you to figure out what is missing
q_HRFAQ	1	Nothing came in the mail telling me my polling place
q_HRFAQ	1	how to get letter of verification
q_HRFAQ	1	What type of performer is Ileana Cotrubas
q_HRFAQ	1	Where can I find when can i expect to be paid in my region of the world
q_HRFAQ	1	Country transfer resource request applying criteria
q_HRFAQ	1	i pulled an extra night shift, why havent i received my overtime allotment yet
q_HRFAQ	1	Its a tradition that women cover their heads while in the temple
q_HRFAQ	1	It was a pleasure to meet you
q_HRFAQ	1	At certain hours the swim stations are very crowded
q_HRFAQ	1	Is smoking allowed in office premises
q_HRFAQ	1	dont do that
q_HRFAQ	1	please share the payroll calendar
q_HRFAQ	1	Don't register my account or i'll be pissed
q_HRFAQ	1	Why is Chicago named Chicago
q_HRFAQ	1	Where can I find full written draft of CTBT
q_HRFAQ	1	Help me with my policy
q_HRFAQ	1	We cant afford this house
q_HRFAQ	1	Who played Maria in the film West Side Story
q_HRFAQ	1	Updating contact info in company records
q_HRFAQ	1	please help me create a resource request
q_HRFAQ	1	Would I get the standard cover of INR 350,000 for family cover funded by NTT DATA even if I opt for the voluntary top up options
q_HRFAQ	1	Paid less then my actual take home, please explain
q_HRFAQ	1	If it is not more than fourteen days past its due date then you may still mail it in
q_HRFAQ	1	Shogun Restaurant
q_HRFAQ	1	Many times there are special services available to certain groups like Women at Work or job help for non-English speakers
q_HRFAQ	1	i'm not looking for any ID
q_HRFAQ	1	What does an echidna look like
q_HRFAQ	1	I need two calls, one at 7 and another at 7:15
q_HRFAQ	1	Sort of but I could know more I guess
q_HRFAQ	1	Can I ask for an approval to be eligible for overtime even if I am a job grade 8 employee
q_HRFAQ	1	If I wanted to could I have it mailed to me
q_HRFAQ	1	Oh really
q_HRFAQ	1	What do bicornate animals have two of
q_HRFAQ	1	Okay, that won't be very crowded
q_HRFAQ	1	They buy their materials from Russia
q_HRFAQ	1	Good-bye, and thank you for shopping here
q_HRFAQ	1	I had changed the bank account details this week, but not received salary to new account. Please clarify.
q_HRFAQ	1	Here I am
q_HRFAQ	1	She said that nothing is more important to me than money
q_HRFAQ	1	do you have to do all that yourself
q_HRFAQ	1	I may get some fruit
q_HRFAQ	1	My OT is not paid.
q_HRFAQ	1	It's taking you forever to do my hair
q_HRFAQ	1	What is the weather like on the moon
q_HRFAQ	1	What game is Garry Kasparov really good at
q_HRFAQ	1	Now theres still a whole New York day ahead of me
q_HRFAQ	1	In what Olympic Games did Nadia Comaneci become popular
q_HRFAQ	1	Their offer is a good one
q_HRFAQ	1	i came into the office and submitted my overtime hours but did not receive my owed money for that
q_HRFAQ	1	I am going back to my maiden name, can i submit a request to fix it on the employee records
q_HRFAQ	1	Im glad I could clarify things for you
q_HRFAQ	1	I was nt all that impressed by the food
q_HRFAQ	1	I 'm sorry, but you just have to take your chances
q_HRFAQ	1	If you go to a flea market you can find all kinds of things
q_HRFAQ	1	client wants me to hire new employee for my company
q_HRFAQ	1	Because I watch the other players
q_HRFAQ	1	It's a way for the country to make money with the international trade
q_HRFAQ	1	The automobile club can provide you with an application
q_HRFAQ	1	Im not here to add a driver
q_HRFAQ	1	Please do the needful to submit my travel expense report in concur
q_HRFAQ	1	Buy this product, i need it installed on my machine fast
q_HRFAQ	1	on Monday evening
q_HRFAQ	1	What does a phobophobe fear
q_HRFAQ	1	I see that my work schedule is incorrect. Certain modifications are required to be made
q_HRFAQ	1	To what does Microsoft's Windows 3 owe its success
q_HRFAQ	1	Did he sign it
q_HRFAQ	1	What is the West Virginia state animal
q_HRFAQ	1	I have nt gone to get it yet
q_HRFAQ	1	How does psorisis disappear
q_HRFAQ	1	Ive heard that disposals need to be run frequently
q_HRFAQ	1	My policy status isnt something I want to see
q_HRFAQ	1	Referall bonus is not credited though I have referred the candidate 3 months back. Please advice.
q_HRFAQ	1	overtime issues
q_HRFAQ	1	the battery in my car is dead
q_HRFAQ	1	I am trying to change my direct deposit information where my checks are sent, can you provide the correct location for that on navigator
q_HRFAQ	1	On site with a client, secure a project, need to open a lot of RRs
q_HRFAQ	1	An HMO is a little cheaper but you can only choose certain doctors
q_HRFAQ	1	What fastener did Whitcomb Judson patent in 1893
q_HRFAQ	1	Who is Westview High's band director in Funky Winkerbean
q_HRFAQ	1	I need to create a work of art
q_HRFAQ	1	Ill have to write you a ticket
q_HRFAQ	1	What island group is Guadalcanal a part of
q_HRFAQ	1	i'm not trying to change my payment choices
q_HRFAQ	1	We have all kinds of movie channel packages
q_HRFAQ	1	Where can I find information on the Narragansett Indians and other tribes in Rhode Island
q_HRFAQ	1	Due to personal commitments my team member is looking to get early release from the Organization. Project do not have any impact since all deliverables are provided and she is currently on bench and no work.  Please change her last working day
q_HRFAQ	1	Okay, thank you very much for your help
q_HRFAQ	1	Of course I do
q_HRFAQ	1	new job title
q_HRFAQ	1	What TV quiz show left the air in 1975 to the tune of Vera Lynn's We 'll Meet Again
q_HRFAQ	1	What are all the deductions from my paycheck
q_HRFAQ	1	But my husband does
q_HRFAQ	1	What do the names Neil, Mary, and Anthony mean
q_HRFAQ	1	A subordinate of mine says their work schedule is not what it should be, what do i need to do to fix it for him
q_HRFAQ	1	What credit card features a centurion on its face
q_HRFAQ	1	What island is home to statues called Mauis
q_HRFAQ	1	I may just get some chips
q_HRFAQ	1	Where can I find a website that gives comparisons of good prices
q_HRFAQ	1	Come in on Friday at 11:00
q_HRFAQ	1	what is the referral amount
q_HRFAQ	1	My manager has changed. How do I get it updated
q_HRFAQ	1	Where are good science sites on the Internet
q_HRFAQ	1	bonus for submitting a coworker referral
q_HRFAQ	1	Ill be checking out of the hotel in about 30 minutes
